scientific_name,Adult_svl_cm,Body_mass_g,Maturity_d,Max_longevity_d,Longevity_d,Litter_clutch_size,Trophic_level,Diel_activity,Habitat_breadth_IUCN
Tarentola annularis,9.9865,16.97910257,730.56,5770.95,4309.95,1.5,Carnivore,Nocturl,
Tarentola boavistensis,,12.79690652,,876.6,876.6,1.500015095,,,2
Tarentola bocagei,,7.381035487,,,,,,,
Tarentola boehmei,8.65,13.99793661,,,,1.500015095,,Nocturl,4
Tarentola boettgeri,5.993,5.688529308,,1552.3125,876.6,1.5,Carnivore,Nocturl,6
Tarentola caboverdia,,10.10789727,,,,,,,2
Tarentola chazaliae,6.34,10.5,319.62,,,1.5,Carnivore,Nocturl,4
Tarentola crombiei,,5.096654355,,,,1.25,Carnivore,Nocturl,
Tarentola darwini,,13.28697229,,1716.675,876.6,1.5,Carnivore,Other,8
Tarentola deserti,8.1,28.18382931,,5113.5,3835.125,1.999930935,Carnivore,Nocturl,7
Tarentola fascicularis,7,6.54,,913.125,3835.125,1.999930935,Carnivore,Nocturl,
Tarentola fogoensis,,8.785004106,,,,,,,
Tarentola gigas,,67.38281661,,1351.425,876.6,1.99986187,Carnivore,Nocturl,1
Tarentola gomerensis,,11.40124894,,,,1.5,Carnivore,Nocturl,7
Tarentola maioensis,,9.316271504,,876.6,876.6,1.5,,,2
Tarentola mauritanica,7,6.54,1095.84,4200.375,3835.125,1.999930935,Carnivore,Other,8
Tarentola mindiae,,13.77020988,,,,1.999930935,,Nocturl,3
Tarentola neglecta,,10.20469742,,,,1,Carnivore,Nocturl,2
Tarentola nicolauensis,,9.316271504,,,,,,,1
Tarentola parvicarita,,23.39418619,,,,,Carnivore,Nocturl,
Tarentola pastoria,,33.89220781,,,,,Carnivore,Nocturl,
Tarentola protogigas,,24.49531621,,876.6,876.6,1.500015095,,,2
Tarentola razia,,3.192098761,,,,,,,1
Tarentola rudis,,14.79554194,,876.6,876.6,1.500015095,,,2
Tarentola senegambiae,,55.43128565,,876.6,876.6,1.700101501,Carnivore,Nocturl,
Tarentola substituta,,7.381035487,,,,,Carnivore,Nocturl,1
Techmarscincus jigurru,7.432,10.47128548,,,,3.5,Carnivore,Other,1
Teira dugesii,7,7.29,456.6,5844,1753.2,2.5,Omnivore,Other,9
Teius oculatus,9.622,52.36004366,350.06,,,5,Omnivore,Other,
Teius suquiensis,,59.46460793,,,,3.950026416,Omnivore,Other,2
Teius teyou,10.9935,104.9,,,,4.79756287,Omnivore,Other,4
Telescopus beetzi,,44.02774318,,,,,,,
Telescopus dhara,,598.1,,1351.425,,10.5,Carnivore,Nocturl,
Telescopus fallax,,186.2,,3652.5,,6.75,Carnivore,Nocturl,9
Telescopus finkeldeyi,,47.20315206,,,,,,,
Telescopus gezirae,,20.19183182,,,,,,,
Telescopus hoogstraali,,123.3,,3652.5,,7,Carnivore,Nocturl,4
Telescopus nigriceps,,32.06269325,,,,7,,,2
Telescopus obtusus,,574.4,,876.6,876.6,,,,
Telescopus pulcher,,15.4262722,,,,,,,
Telescopus rhinopoma,,117.2097683,,,,,,,
Telescopus semiannulatus,,89.74845915,,2775.9,2775.9,11.5,Carnivore,Nocturl,
Telescopus tessellatus,,126.4368174,,,,,,,
Telescopus tripolitanus,,75.31777819,,,,,,,
Telescopus variegatus,,89.72143973,,,,,,,
Tenuidactylus bogdanovi,,7.695652201,,,,1.500015095,,Nocturl,
Tenuidactylus caspius,5.627,10.3019306,334.84,,,1.99986187,Carnivore,Other,7
Tenuidactylus dadunensis,,3.479696889,,,,1.999930935,,Nocturl,
Tenuidactylus elongatus,,3.999723749,,,,1.999930935,,Nocturl,2
Tenuidactylus fedtschenkoi,5.977,9.268298234,471.82,,,1.780327909,Omnivore,Other,3
Tenuidactylus longipes,6.2,6.792036326,471.82,,,1.500015095,Carnivore,Other,3
Tenuidactylus turcmenicus,6.328,10.3038612,,,,1.999930935,Carnivore,Nocturl,3
Tenuidactylus voraginosus,6.2,5.688529308,,,,,,Nocturl,2
Teratoscincus bedriagai,,9.597003158,,,,,Carnivore,Nocturl,3
Teratoscincus keyserlingii,,37.36250789,,,,2,Carnivore,Nocturl,
Teratoscincus microlepis,7.32,9.7,,2611.5375,1132.275,1.99986187,Carnivore,Nocturl,
Teratoscincus przewalskii,,21.98929936,,,,1.749930935,Carnivore,Nocturl,2
Teratoscincus roborowskii,7,15.97721232,,2922,,1.99986187,Carnivore,Nocturl,
Teratoscincus scincus,7.868,28.7675,319.62,4675.2,4602.15,1.749930935,Carnivore,Nocturl,
Teratoscincus sistanense,,,,,,,,Nocturl,
Teratoscincus toksunicus,9.4,20.65380156,,,,,,,
Teretrurus sanguineus,,6.684033846,,,,,,,
Terrapene caroli,,372,2373.34,50404.5,18262.5,4.48,,Other,9
Terrapene coahuila,,362.7,,28635.6,6866.7,3.6,,Other,4
Terrapene mexica,,855.5,2281.67,50404.5,18262.5,4,,,
Terrapene nelsoni,,372,,7998.975,9094.725,2.775,,Other,
Terrapene orta,,394.5,2921,21915,11322.75,4.365,,Other,3
Testudo graeca,,3203.685425,4582.5,44377.875,46386.75,4.8,,Other,
Testudo hermanni,,1249,4605,46386.75,14610,4.15,,Other,4
Testudo horsfieldii,,1018,3652.5,14610,,5.75,,Other,
Testudo kleinmanni,,440,2191.5,16436.25,10227,1.333333334,,Other,2
Testudo margita,,2080,5113.36,29439.15,7743.3,6.33,,Other,5
Tetracheilostoma bilineatum,,0.599895538,,,,,,,
Tetracheilostoma breuili,,0.680346724,,,,,,,
Tetracheilostoma carlae,,0.57603872,,,,,,,
Tetradactylus africanus,,3.796574925,,474.825,,3.500128771,Carnivore,Other,6
Tetradactylus breyeri,,2.410514523,,,,1.5,Carnivore,Other,2
Tetradactylus eastwoodae,,1.8,,,,,,,3
Tetradactylus ellenbergeri,,2.410514523,,,,3.500128771,Carnivore,Other,
Tetradactylus seps,5.547,7.4,,,,2.499884851,Carnivore,Other,6
Tetradactylus tetradactylus,,2.520486353,,,,4,Carnivore,Other,4
Tetradactylus udzungwensis,,1.995336669,,,,1.999930935,,Other,1
Tetralepis fruhstorferi,,20.19183182,,,,,,,
Teuchocercus keyi,,12.78219404,,,,,,,3
Thalassophis anomalus,,152.0273765,,,,5.3,,,
Thamnodystes almae,,47.30756295,,,,,,,
Thamnodystes ceibae,,42.92682134,,,,,,,
Thamnodystes chaquensis,,95.75970356,,,,,,,
Thamnodystes chimanta,,19.80763513,,,,,,,
Thamnodystes corocoroensis,,5.416251657,,,,,,,
Thamnodystes dixoni,,31.82098761,,,,,,,
Thamnodystes duida,,22.90433826,,,,,,,
Thamnodystes gambotensis,,31.19444792,,,,,,,
Thamnodystes hypoconia,,56.61196445,,,,,,,
Thamnodystes lanei,,56.1023988,,,,,,,
Thamnodystes longicaudus,,50.00172675,,,,,,,
Thamnodystes marahuaquensis,,16.10322818,,,,,,,
Thamnodystes pallidus,,22.29217575,,,,,,,
Thamnodystes paraguae,,47.20315206,,,,,,,
Thamnodystes ramonriveroi,,26.38165693,,,,,,,
Thamnodystes rutilus,,54.58789305,,,,,,,
Thamnodystes sertanejo,,100.8626443,,,,,,,
Thamnodystes strigatus,,95.71940713,,,,,,,1
Thamnodystes yavi,,15.49408309,,,,,,,
Thamnophis angustirostris,,47.20315206,,,,,,,
Thamnophis atratus,,354.9,,6501.45,2864.16875,12,,,12
Thamnophis bogerti,,13.30227209,,,,,,,
Thamnophis brachystoma,,41.6,,,,9.5,,,3
Thamnophis butleri,,103.5142167,821.8075,5113.5,3652.5,10.5,Carnivore,Other,6
Thamnophis chrysocephalus,,20.31178505,,,,,,,
Thamnophis conti,,15.49408309,,,,,,,
Thamnophis couchii,,518.2,,4291.6875,4291.6875,15.5,Carnivore,Other,12
Thamnophis cyrtopsis,,441,,4711.725,3068.1,17.45,Carnivore,Other,17
Thamnophis elegans,,377.2,,6501.45,5770.95,9.1,Carnivore,Other,18
Thamnophis eques,,2798.98132,,,,25,,,9
Thamnophis exsul,,22.29217575,,,,,,,
Thamnophis fulvus,,69.1,,3944.7,3068.1,25,,,5
Thamnophis gigas,,1483.7,,5770.95,4291.6875,11.5,,,10
Thamnophis godmani,,75.1811447,,,,,,,
Thamnophis hammondii,,352.370871,,2848.95,2864.16875,15,Carnivore,Nocturl,6
Thamnophis lineri,,14.21164394,,,,,,,
Thamnophis marcianus,,365.5947916,547,2629.8,2556.75,15.84,Carnivore,Other,27
Thamnophis melanogaster,,175.0423344,,,,,,,
Thamnophis mendax,,91.61102451,,,,,,,
Thamnophis nigronuchalis,,118.2,,,,13,,,3
Thamnophis ordinoides,,247.7422058,730.56,5770.95,5770.95,9,Carnivore,Other,5
Thamnophis postremus,,112.4604974,,3944.7,3068.1,25,,,3
Thamnophis proximus,,562,730,2593.275,2410.65,15.25,Carnivore,Other,19
Thamnophis pulchrilatus,,120.7813835,,3944.7,3068.1,25,,,3
Thamnophis radix,,382.8247433,,3086.3625,2191.5,37.5,Carnivore,Other,21
Thamnophis rossmani,,144.8885927,,,,,,,
Thamnophis rufipunctatus,,412.6,,,,13,,,4
Thamnophis sauritus,,299.1,821.6,5588.325,3141.15,11.25,Carnivore,Other,15
Thamnophis scalaris,,115.8388678,,,,,,,
Thamnophis scaliger,,39.80535853,,,,,,,
Thamnophis sirtalis,,150,707.51,6209.25,3284.20625,19.8,Carnivore,Other,21
Thamnophis sumichrasti,,112.7098728,,,,,,,
Thamnophis valida,,383.9036227,,,,,,,
Thamnosophis epistibes,,117.7302987,,,,,,,
Thamnosophis infrasigtus,,118.8251114,,,,,,,
Thamnosophis lateralis,,88.30399502,,1132.275,1132.275,8,,,3
Thamnosophis martae,,109.1720168,,,,,,,
Thamnosophis mavotenda,,93.77810035,,,,,,,
Thamnosophis stumpffi,,57.40582311,,,,,,,
Thaumatorhynchus brooksi,,6.819558236,,,,,,Other,
Thecadactylus oskrobapreinorum,,24.81566553,,,,1,Carnivore,Nocturl,
Thecadactylus rapicauda,11.18,39.85,,1424.475,328.725,1.25,Carnivore,Nocturl,
Thecadactylus solimoensis,,50.5412331,,,,1,Carnivore,Nocturl,
Thelotornis capensis,,275.4228703,,,,7.5,,,6
Thelotornis kirtlandii,,386.6,,,,,,,
Thelotornis mossambicanus,,275.4228703,,,,7.5,,,
Thelotornis usambaricus,,219.3402468,,,,,,,
Thermophis baileyi,,75.36777819,,,,,,,
Thermophis zhaoermii,,135.4594706,,,,,,,
Thrasops flavigularis,,1402.506852,,,,,,,
Thrasops jacksonii,,970.5099672,,2118.45,2118.45,8.75,Carnivore,Other,
Thrasops occidentalis,,1140.374894,,,,,,,
Thrasops schmidti,,924.6981739,,2118.45,2118.45,8,,,1
Tiliqua adelaidensis,9.58,26.79168325,608.8,,,2.85,Carnivore,Other,1
Tiliqua gigas,,829.5378232,639.24,6318.825,4949.1375,8.5,Omnivore,Other,
Tiliqua multifasciata,27.108,747.5,,,,5.2,Herbivore,Other,1
Tiliqua nigrolutea,29.066,562.475,1141.4325,5387.4375,4200.375,7,Omnivore,Other,2
Tiliqua occipitalis,27.566,568.84,,2702.85,,6,Omnivore,Other,5
Tiliqua rugosa,27.75,923.35,1004.52,12783.75,5478.75,2.075,Herbivore,Other,5
Tiliqua scincoides,30.8105,499.7037936,1004.4825,10336.575,6081.4125,11,Omnivore,Other,4
Timon kurdistanicus,,,,,,,Carnivore,Other,
Timon lepidus,15.8735,99.625,806.66,10227,3848.821875,13.59967561,Omnivore,Other,8
Timon nevadensis,,,,,,14.5,,Other,
Timon pater,14.309,109.3956366,639.16,5104.36875,2593.275,11,Carnivore,Other,11
Timon princeps,11.2,72.61059574,,,,7.000031591,Carnivore,Other,4
Timon tangitanus,14.309,57.9,1095.76,5104.36875,2593.275,10,Omnivore,Other,3
Tomistoma schlegelii,,164300,7305,29220,9021.675,35.89992852,,Other,4
Tomodon dorsatum,,94.66185807,,,,,,,
Tomodon ocellatus,,35.31831698,,,,,,,
Tomodon orestes,,31.31642862,,,,,,,
Toropuku stephensi,7.54,9.7,,5844,,1.9,Carnivore,Nocturl,
Toxicocalamus buergersi,,22.28435149,,,,,,,
Toxicocalamus grandis,,228.7,,,,,,,1
Toxicocalamus holopelturus,,79.9,,,,,,,1
Toxicocalamus longissimus,,89.53647655,,,,,,,1
Toxicocalamus loriae,,103.3,,,,4.5,,,3
Toxicocalamus mintoni,,77.09517345,,,,,,,
Toxicocalamus misimae,,40.55085354,,,,,,,1
Toxicocalamus pachysomus,,58.77446763,,,,,,,
Toxicocalamus preussi,,132.4341535,,,,,,,1
Toxicocalamus spilolepidotus,,138.8,,,,,,,1
Toxicocalamus stanleyanus,,76.8,,,,,,,2
Toxicodryas blandingii,,1599.558029,,4602.15,3908.175,9.25,Carnivore,Nocturl,
Toxicodryas pulverulenta,,206.6,,,,,,,
Tracheloptychus madagascariensis,,17.60988023,,,,3,,Other,3
Tracheloptychus petersi,8.65,22.1819642,,,,,,Other,2
Trachemys adiutrix,,2018.366364,,,,,,,
Trachemys callirostris,,1895,2190,15450.075,10090.03125,11.35,,Other,
Trachemys decorata,,2522,,3506.4,,12,,,
Trachemys decussata,,3679.933281,,,,5,,,
Trachemys dorbigni,,1895,2190,16089.2625,10939.2375,11.075,,Other,
Trachemys emolli,,1854,2190,16089.2625,10090.03125,22.175,,,
Trachemys gaigeae,,2717.486705,2190,27393.75,10948.36875,9.85,,,4
Trachemys nebulosa,,3864.725521,2190,27393.75,10957.5,9.85,,,
Trachemys orta,,1854,2190,14683.05,10090.03125,14.2,,Other,8
Trachemys scripta,,1854,2190,16308.4125,10939.2375,10.185,,Other,13
Trachemys stejnegeri,,1511.505126,,10427.8875,2958.525,8.5,,Other,
Trachemys taylori,,1415.79378,2190,15176.1375,10948.36875,10.925,,,2
Trachemys terrapen,,3926.449354,,,,4,,,
Trachemys venusta,,1854,2190,18262.5,10090.03125,14.675,,Other,
Trachemys yaquia,,2910.724677,2190,27393.75,10939.2375,9.7,,,8
Trachischium fuscum,,87.34856842,,,,,,,
Trachischium guentheri,,33.80324181,,,,,,,
Trachischium laeve,,44.8372695,,,,,,,
Trachischium monticola,,65.00648452,,,,,,,
Trachischium tenuiceps,,10.62071509,,,,,,,
Trachyboa boulengeri,,23.67959849,,,,4,,,
Trachyboa gularis,,10.9950292,,,,,,,
Trachydactylus hajarensis,,,,,,1.5,,Nocturl,
Trachydactylus spatalurus,4.5,7.114265151,,,,1.5,Carnivore,Nocturl,1
Trachylepis acutilabris,,4.119998374,,,,4.499935169,Carnivore,Other,
Trachylepis adamastor,,,,,,,Omnivore,Other,
Trachylepis affinis,6.457,11.8,197.86,,,2.720194762,Carnivore,Other,
Trachylepis albilabris,,8.505690191,,,,2.999926591,Carnivore,Other,
Trachylepis albotaeniata,,5.378983288,,,,3.5,Carnivore,Other,
Trachylepis angolensis,,10.21646496,,,,,,,
Trachylepis atlantica,,23.78420143,,,,,Herbivore,Other,
Trachylepis aureopunctata,,11.32505408,,,,,,Other,2
Trachylepis bayonii,,11.32505408,,,,5.5,Carnivore,Other,2
Trachylepis bensonii,,4.119998374,,,,,,Other,4
Trachylepis betsilea,,136.1222341,,,,,,,1
Trachylepis binotata,,39.63638088,,2958.525,,,Carnivore,Other,
Trachylepis bocagii,,7.799150553,,1095.75,1059.225,5.35,,,1
Trachylepis boettgeri,,3.113039684,,,,1.999930935,,,3
Trachylepis boulengeri,,31.02279794,,,,5.5,Carnivore,Other,
Trachylepis brauni,,11.32505408,,,,9,,Other,
Trachylepis brevicollis,13.233,106.7744717,,894.8625,,2.75,Carnivore,Other,
Trachylepis buettneri,7.125,7.2,191.011,566.1375,,8.699614331,Carnivore,Other,
Trachylepis capensis,,33.41860192,,1278.375,,11.60724307,Carnivore,Other,
Trachylepis casuarie,,17.01079254,,,,,,,
Trachylepis chimba,,12.18093,,,,,,,
Trachylepis comorensis,,31.02279794,,,,5.000172675,Carnivore,Other,5
Trachylepis cristie,,32.89258154,,,,,,,
Trachylepis damara,,,,,,,,Other,
Trachylepis depressa,,13.72020988,,1095.75,1059.225,7,,Other,
Trachylepis dichroma,,38.29123717,,,,3,,Other,2
Trachylepis dumasi,,3.113039684,,,,,,Other,2
Trachylepis elegans,,6.788207538,,,,,,Other,7
Trachylepis ferrarai,,8.505690191,,,,,,,
Trachylepis gonwouoi,,,,,,,,,
Trachylepis gravenhorstii,,17.60988023,,,,3.500128771,,Other,10
Trachylepis hemmingi,,10.89465047,,,,,,,
Trachylepis hildae,,,,,,,,,
Trachylepis hildebrandtii,,11.32505408,,,,,,,
Trachylepis hoeschi,,14.36019426,,1935.825,,,Carnivore,Other,
Trachylepis homalocephala,,20.19183182,,,,6,Carnivore,Other,8
Trachylepis infralineata,,27.60288928,,,,7,Carnivore,Other,
Trachylepis irregularis,,8.505690191,,,,5.000172675,Carnivore,Other,2
Trachylepis ivensii,,76.34178918,,,,,,,
Trachylepis keroanensis,,143.5744717,,,,17.15087805,Carnivore,Other,
Trachylepis lacertiformis,,2.922210817,,,,4.499935169,Carnivore,Other,1
Trachylepis laevigata,,,,,,,,Other,
Trachylepis laevis,,4.820861838,,,,,Carnivore,Other,
Trachylepis lavarambo,,4.382579161,,,,2.999926591,,Other,1
Trachylepis loluiensis,,18.88995675,,,,,Carnivore,Other,
Trachylepis maculata,,13.20647817,,,,,,,
Trachylepis maculilabris,7.35,7.97,175.791,913.125,,7.035,Carnivore,Other,
Trachylepis madagascariensis,,9.680254395,,,,5.00034535,,,2
Trachylepis makolowodei,,39.80535853,,,,6,,,
Trachylepis margaritifer,,38.8075183,,,,6.099580959,Carnivore,Other,
Trachylepis megalura,,12.71751541,,,,9.5,Carnivore,Other,
Trachylepis mekua,,5.096654355,,,,,,,
Trachylepis mlanjensis,,9.680254395,,,,,,Other,
Trachylepis ncycoutuae,,1.616525974,,,,,,,2
Trachylepis nganghae,,3.703403609,,,,4,,Other,
Trachylepis occidentalis,7.97,12,,2520.225,,5.425284691,Carnivore,Other,
Trachylepis ozorii,,14.22803797,,,,,,Other,
Trachylepis paucisquamis,,32.89258154,,,,3.500128771,Carnivore,Other,
Trachylepis pendea,,10.89465047,,,,,Carnivore,Other,
Trachylepis planifrons,,34.77680807,,,,8.499814797,Carnivore,Other,
Trachylepis principensis,,,,,,,,Other,
Trachylepis pulcherrima,,39.80535853,,,,8.75,,Other,
Trachylepis punctatissima,7.585,26.79168325,,,,5.7,Carnivore,Other,5
Trachylepis punctulata,,4.119998374,,,,,Carnivore,,
Trachylepis quinquetaeniata,8.17,81.47,456.6,1753.2,,6.65,Omnivore,Other,
Trachylepis rodenburgi,,8.505690191,,,,,,Other,
Trachylepis sechellensis,8.3,15.7,,1168.8,,4.000184255,Omnivore,Other,
Trachylepis socotra,,21.51390867,,,,,,Other,2
Trachylepis sparsa,7.512,10.565,,1369.6875,,5.175,Carnivore,Other,
Trachylepis spilogaster,6.8675,7.685,,803.55,,4.95,Carnivore,Other,
Trachylepis striata,7.585,31.9,410.94,,,6.7,Carnivore,Other,
Trachylepis sulcata,,13.40928416,,1040.9625,,3.8,Carnivore,Other,
Trachylepis tandrefa,,3.703403609,,,,,,,3
Trachylepis tavaratra,,4.601282868,,,,5,,Other,1
Trachylepis tessellata,,21.51390867,,,,2.499884851,Carnivore,Other,4
Trachylepis thomensis,,,,,,4.5,Carnivore,Other,
Trachylepis varia,,5.905735091,243.52,693.975,,7.5,Carnivore,Other,
Trachylepis variegata,5.7,3.50751874,,,,6.5,Carnivore,Other,
Trachylepis vato,,3.113039684,,,,8,,,2
Trachylepis vezo,,2.922210817,,,,,,Other,1
Trachylepis volameloha,,2.603076775,,,,,,,2
Trachylepis wingati,,21.51390867,,,,,,Other,
Trachylepis wrightii,11.8,98.1747943,,,,4.5,Omnivore,Other,2
Trapelus agilis,9.325,30.4,,1132.275,,8,Carnivore,Other,
Trapelus agnetae,8.5,27.1,,949.65,,9.7,Omnivore,Other,3
Trapelus boehmei,,49.78685425,,,,,,Other,
Trapelus flavimaculatus,,75.50461138,,,,5.000172675,Carnivore,Other,2
Trapelus jayakari,,125.1129515,,,,,Carnivore,Other,1
Trapelus megalonyx,7.527,13.67728826,730.52,,,5.00034535,Omnivore,Other,
Trapelus mutabilis,8.5275,15,,1753.2,840.075,8.499629594,Omnivore,Other,
Trapelus rubrigularis,,28.50509134,,,,5.000172675,Carnivore,Other,
Trapelus ruderatus,7.527,84.9,730.52,,,8.000184449,Carnivore,Other,2
Trapelus sanguinolentus,8.671,133.6987321,730.56,2958.525,,7.850334494,Omnivore,Other,
Trapelus savignii,9.225,33,,1972.35,913.125,5.15,Carnivore,Other,3
Trapelus schmitzi,,11.51726629,,,,,,Other,
Trapelus tournevillei,,33.409752,,,,6.000336769,Carnivore,Other,1
Tretanorhinus mocquardi,,75.87887875,,,,,,,
Tretanorhinus nigroluteus,,123.6473717,,,,7.5,,,6
Tretanorhinus taeniatus,,40.52542677,,,,,,,
Tretanorhinus variabilis,,105.5984592,,1734.9375,1570.575,8,Carnivore,Nocturl,4
Tretioscincus agilis,,5.497704369,,,,,Carnivore,Other,
Tretioscincus bifasciatus,5.8,4.415704474,,,,,,Other,5
Tretioscincus oriximinensis,5.15,3.076096815,,,,,Carnivore,Other,
Tribolonotus annectens,,2.298074324,,,,1,,,1
Tribolonotus blanchardi,,1.108431624,,,,1,Carnivore,Other,2
Tribolonotus brongersmai,,5.096654355,,,,,,,1
Tribolonotus choiseulensis,,,,,,,,,
Tribolonotus gracilis,,23.67959849,,,,1,Carnivore,Other,2
Tribolonotus novaeguineae,9.433,23.7,,,,1,,,1
Tribolonotus parkeri,,,,,,,,,
Tribolonotus ponceleti,,44.25883724,,4017.75,,1,Carnivore,Nocturl,1
Tribolonotus pseudoponceleti,,8.88578006,,,,1,Carnivore,Other,3
Tribolonotus schmidti,,1.205299067,,,,1,Carnivore,Other,1
Tricheilostoma bicolor,,1.915984159,,,,,,,
Tricheilostoma broadleyi,,0.624317217,,,,,,,
Tricheilostoma dissimilis,,0.57603872,,,,,,,
Tricheilostoma greenwelli,,1.08452744,,,,,,,
Tricheilostoma sundewalli,,1.98848482,,,,,,,
Trilepida anthraci,,5.378983288,,,,,,,
Trilepida brasiliensis,,6.4,,,,,,,
Trilepida brevissima,,1.018764208,,,,,,,
Trilepida dimidiatum,,4.793150462,,,,,,,
Trilepida dugandi,,3.92228651,,,,,,,
Trilepida fuliginosa,,5.618188279,,,,,,,
Trilepida guayaquilensis,,2.023222318,,,,,,,
Trilepida jani,,4.105748606,,,,,,,
Trilepida joshuai,,5.510387196,,,,,,,
Trilepida koppesi,,7.106067568,,,,,,,
Trilepida macrolepis,,10.3019306,,,,,,,
Trilepida nicefori,,1.186097683,,,,,,,
Trilepida pastusa,,6.118810026,,,,,,,
Trilepida salgueiroi,,6.722640138,,,,,,,
Trimeresurus andalasensis,,281.2450415,,,,,,,
Trimeresurus andersonii,,687.06844,,3250.725,3250.725,,,,
Trimeresurus borneensis,,352.2854355,,,,,,,
Trimeresurus brongersmai,,38.90225725,,,,,,,
Trimeresurus cantori,,956.8470356,,,,,,,
Trimeresurus cardamomensis,,120.501797,,,,,,,
Trimeresurus fasciatus,,73.05695417,,,,,,,
Trimeresurus flavomaculatus,,687.43422,,,,13,,,4
Trimeresurus gracilis,,61.21751959,,,,,,,
Trimeresurus gramineus,,394.7897055,,3068.1,2666.325,9.5,Carnivore,Nocturl,4
Trimeresurus guleni,,822.621325,,,,,,,
Trimeresurus labialis,,47.77646368,,,,,,,
Trimeresurus malabaricus,,600.9368687,,,,,,,
Trimeresurus mcgregori,,472.9256295,,,,13,,,3
Trimeresurus mutabilis,,73.47569341,,,,,,,
Trimeresurus phuketensis,,224.4940962,,,,,,,
Trimeresurus puniceus,,335.7376142,,,,,,,2
Trimeresurus purpureomaculatus,,445,,3250.725,3250.725,12.5,Carnivore,Nocturl,
Trimeresurus rubeus,,102.8508149,,,,,,,
Trimeresurus schultzei,,1118.868942,,,,,,,
Trimeresurus septentriolis,,208.6,,4163.85,3250.725,,,,
Trimeresurus stejnegeri,,592.4,,2556.75,2556.75,,,,
Trimeresurus strigatus,,61.55884364,,,,,,,
Trimeresurus trigonocephalus,,534.85857,,2775.9,1899.3,15.5,Carnivore,Nocturl,
Trimeresurus truongsonensis,,143.5244717,,,,,,,
Trimeresurus venustus,,169.7621826,,,,,,,
Trimeresurus vogeli,,1118.868942,,,,,,,
Trimeresurus wiroti,,369.9640899,,,,,,,
Trimeresurus yunnensis,,958.7,,2556.75,2556.75,,,,
Trimetopon barbouri,,5.516750546,,,,,,,
Trimetopon gracile,,7.980796752,,,,,,,
Trimetopon pliolepis,,7.106067568,,,,,,,
Trimetopon simile,,2.080314957,,,,,,,
Trimetopon slevini,,6.391317431,,,,1.5,,,2
Trimetopon viquezi,,5.005936168,,,,,,,
Trimorphodon lambda,,167.1090614,,4309.95,2191.5,12,,,
Trimorphodon lyrophanes,,190.9853259,,4309.95,4309.95,12,,,
Trimorphodon paucimaculatus,,273.8,,4309.95,2191.5,12,,,
Trimorphodon quadruplex,,485.2885002,,4309.95,4309.95,12,Carnivore,Nocturl,2
Trimorphodon tau,,49.07773236,,1753.2,1753.2,7,Carnivore,Nocturl,2
Trimorphodon vilkinsonii,,129.8,,4309.95,2191.5,12,,,3
Trioceros affinis,,9.822867706,,1826.25,,16,Carnivore,Other,4
Trioceros balebicornutus,,11.08311892,,,,15.99963191,,Other,1
Trioceros bitaeniatus,8.8,145.881426,,,,14,Carnivore,Other,1
Trioceros camerunensis,8.22,17.37800829,,,,8.499814797,,,1
Trioceros chapini,,12.68825933,,,,,,,1
Trioceros conirostratus,,7.894300588,,,,,,Other,2
Trioceros cristatus,,81.28305162,730.56,913.125,,24,Carnivore,Other,4
Trioceros deremensis,,88.3,304.4,2922,,25.5,Carnivore,Other,2
Trioceros ellioti,9.183,18.36,228.3,1826.25,,10,Carnivore,Other,5
Trioceros feae,,25.62242018,,,,,,,1
Trioceros fuelleborni,,26.30133996,,,,13.5,Carnivore,,3
Trioceros goetzei,,20.09546406,,,,8,Carnivore,,1
Trioceros hangensis,,10.88212812,,,,,,Other,
Trioceros harene,,10.4236011,,,,10,,Other,4
Trioceros hoehnelii,8.0735,15.51,258.74,2282.8125,,11.7,Carnivore,Other,3
Trioceros incornutus,,19.0053914,,,,13.5,Carnivore,,2
Trioceros ituriensis,,46.57930468,,,,,Carnivore,Other,2
Trioceros jacksonii,10.598,32.565,410.94,3287.25,2995.05,23.925,Carnivore,Other,3
Trioceros johnstoni,,46.55860935,197.86,1826.25,,13.5,Carnivore,Other,2
Trioceros kingopensis,,6.691719588,,,,,Carnivore,Other,
Trioceros kinetensis,,8.51550057,,,,8,,,4
Trioceros laterispinis,,12.28719616,,,,16,Carnivore,Other,1
Trioceros marsabitensis,,15.3907732,,,,,Carnivore,Other,2
Trioceros melleri,28,392.6449354,593.58,2374.125,365.25,47.00011591,Omnivore,Other,2
Trioceros montium,8.22,17.70531141,243.52,3652.5,,7.5,Carnivore,Other,4
Trioceros rraioca,,15.3907732,,,,,Carnivore,Other,3
Trioceros ntunte,,12.28719616,,,,10,Carnivore,Other,2
Trioceros nyirit,,17.90302927,,,,,,Other,
Trioceros oweni,,65.95869476,,,,14,Carnivore,Other,2
Trioceros perreti,,15.3907732,,,,8,,,4
Trioceros pfefferi,,20.09546406,,,,9,Carnivore,,1
Trioceros quadricornis,10.797,63.53309319,228.3,2191.5,,12.99870237,Carnivore,Other,2
Trioceros rudis,,10.68298061,,,,11.5,Carnivore,Other,4
Trioceros schoutedeni,8.8,7,,,,,,,1
Trioceros schubotzi,,13.99793661,,,,8.499814797,Carnivore,Other,1
Trioceros serratus,,18.4250771,,,,8.833811367,,,
Trioceros sternfeldi,,16.38408261,,,,9.5,Carnivore,Other,3
